,tweet_id,timestamp,source,rating_numerator,rating_denominator,name,favorite_count,retweet_count,id,jpg_url,stage
65,878057613040115712,2017-06-23 01:10:23,Twitter for iPhone,14.0,10.0,Emmy,42876,7181,878057613040115712,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,
66,877736472329191424,2017-06-22 03:54:17,Twitter for iPhone,13.0,10.0,Aja,71144,17300,877736472329191424,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,
68,877556246731214848,2017-06-21 15:58:08,Twitter for iPhone,12.0,10.0,Penny,23258,3994,877556246731214848,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,
69,877316821321428993,2017-06-21 00:06:44,Twitter for iPhone,13.0,10.0,Dante,27907,5414,877316821321428993,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,
70,877201837425926144,2017-06-20 16:29:50,Twitter for iPhone,12.0,10.0,Nelly,27755,5880,877201837425926144,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,
71,876838120628539392,2017-06-19 16:24:33,Twitter for iPhone,12.0,10.0,Ginger,21125,3506,876838120628539392,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,pupper
72,876484053909872640,2017-06-18 16:57:37,Twitter for iPhone,13.0,10.0,Benedict,19163,2511,876484053909872640,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,
73,876120275196170240,2017-06-17 16:52:05,Twitter for iPhone,13.0,10.0,Venti,28490,4903,876120275196170240,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,puppo
74,875747767867523072,2017-06-16 16:11:53,Twitter for iPhone,13.0,10.0,Goose,25773,4497,875747767867523072,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,
75,875144289856114688,2017-06-15 00:13:52,Twitter for iPhone,13.0,10.0,Nugget,22185,5081,875144289856114688,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,
76,875021211251597312,2017-06-14 16:04:48,Twitter for iPhone,12.0,10.0,,26022,4922,875021211251597312,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,
77,874680097055178752,2017-06-13 17:29:20,Twitter for iPhone,12.0,10.0,Cash,28439,4875,874680097055178752,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,
78,874296783580663808,2017-06-12 16:06:11,Twitter for iPhone,13.0,10.0,Jed,26651,4308,874296783580663808,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,pupper
79,874057562936811520,2017-06-12 00:15:36,Twitter for iPhone,12.0,10.0,,23134,4125,874057562936811520,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,
80,874012996292530176,2017-06-11 21:18:31,Twitter for iPhone,13.0,10.0,Sebastian,35501,11007,874012996292530176,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,puppo
82,873580283840344065,2017-06-10 16:39:04,Twitter for iPhone,13.0,10.0,,24837,4143,873580283840344065,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,
83,873213775632977920,2017-06-09 16:22:42,Twitter for iPhone,12.0,10.0,Sierra,7467,1667,873213775632977920,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,pupper
84,872967104147763200,2017-06-09 00:02:31,Twitter for iPhone,12.0,10.0,,28031,5669,872967104147763200,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,doggo
85,872820683541237760,2017-06-08 14:20:41,Twitter for iPhone,13.0,10.0,,15029,3884,872820683541237760,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,
86,872620804844003328,2017-06-08 01:06:27,Twitter for iPhone,13.0,10.0,Monkey,21309,3911,872620804844003328,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,
87,872486979161796608,2017-06-07 16:14:40,Twitter for iPhone,12.0,10.0,,41606,9429,872486979161796608,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,
88,872261713294495745,2017-06-07 01:19:32,Twitter for iPhone,13.0,10.0,Harry,35085,6649,872261713294495745,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,
89,872122724285648897,2017-06-06 16:07:15,Twitter for iPhone,12.0,10.0,Kody,35324,8549,872122724285648897,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,
90,871879754684805121,2017-06-06 00:01:46,Twitter for iPhone,13.0,10.0,Lassie,39090,11918,871879754684805121,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,puppo
91,871762521631449091,2017-06-05 16:15:56,Twitter for iPhone,12.0,10.0,Rover,20787,3678,871762521631449091,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,pupper
92,871515927908634625,2017-06-04 23:56:03,Twitter for iPhone,12.0,10.0,Napolean,20730,3628,871515927908634625,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,doggo
93,871032628920680449,2017-06-03 15:55:36,Twitter for iPhone,13.0,10.0,Boomer,23255,3999,871032628920680449,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,
94,870804317367881728,2017-06-03 00:48:22,Twitter for iPhone,11.0,10.0,,33791,6393,870804317367881728,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,
95,870656317836468226,2017-06-02 15:00:16,Twitter for iPhone,13.0,10.0,Cody,12819,2817,870656317836468226,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,
96,870374049280663552,2017-06-01 20:18:38,Twitter for iPhone,13.0,10.0,Zoey,85011,27680,870374049280663552,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,
97,870308999962521604,2017-06-01 16:00:09,Twitter for iPhone,13.0,10.0,Rumble,22453,4384,870308999962521604,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,
98,870063196459192321,2017-05-31 23:43:25,Twitter for iPhone,14.0,10.0,Clifford,37771,8840,870063196459192321,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,
99,869772420881756160,2017-05-31 04:27:59,Twitter for iPhone,13.0,10.0,Dewey,43710,10663,869772420881756160,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,
100,869702957897576449,2017-05-30 23:51:58,Twitter for iPhone,13.0,10.0,Stanley,29116,6728,869702957897576449,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,
101,869596645499047938,2017-05-30 16:49:31,Twitter for iPhone,12.0,10.0,Scout,16476,3327,869596645499047938,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,doggo
102,869227993411051520,2017-05-29 16:24:37,Twitter for iPhone,13.0,10.0,Gizmo,21112,4023,869227993411051520,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,
103,868880397819494401,2017-05-28 17:23:24,Twitter for iPhone,14.0,10.0,Walter,55098,12518,868880397819494401,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,
104,868622495443632128,2017-05-28 00:18:35,Twitter for iPhone,13.0,10.0,,28295,6275,868622495443632128,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,
105,868552278524837888,2017-05-27 19:39:34,Twitter for iPhone,12.0,10.0,Cooper,10539,2240,868552278524837888,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,
106,867900495410671616,2017-05-26 00:29:37,Twitter for iPhone,12.0,10.0,,24964,4439,867900495410671616,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,
107,867774946302451713,2017-05-25 16:10:44,Twitter for iPhone,13.0,10.0,Harold,35179,7788,867774946302451713,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,
108,867421006826221569,2017-05-24 16:44:18,Twitter for iPhone,12.0,10.0,Shikha,16755,2697,867421006826221569,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,puppo
110,867051520902168576,2017-05-23 16:16:06,Twitter for iPhone,13.0,10.0,,33420,8425,867051520902168576,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,
111,866686824827068416,2017-05-22 16:06:55,Twitter for iPhone,12.0,10.0,Lili,20070,3727,866686824827068416,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,puppo
112,866450705531457537,2017-05-22 00:28:40,Twitter for iPhone,13.0,10.0,Jamesy,106827,32883,866450705531457537,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,pupper
113,866334964761202691,2017-05-21 16:48:45,Twitter for iPhone,12.0,10.0,Coco,54720,15546,866334964761202691,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,
114,865718153858494464,2017-05-19 23:57:46,Twitter for iPhone,13.0,10.0,Boomer,26640,6008,865718153858494464,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,
115,865359393868664832,2017-05-19 00:12:11,Twitter for iPhone,13.0,10.0,Sammy,27530,5384,865359393868664832,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,
116,865006731092295680,2017-05-18 00:50:50,Twitter for iPhone,13.0,10.0,Nelly,29063,8209,865006731092295680,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,
117,864873206498414592,2017-05-17 16:00:15,Twitter for iPhone,14.0,10.0,,33651,9361,864873206498414592,https://pbs.twimg.com/media/DAClmHkXcAA1kSv.jpg,
118,864279568663928832,2017-05-16 00:41:21,Twitter for iPhone,12.0,10.0,Meatball,15195,3266,864279568663928832,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,
119,864197398364647424,2017-05-15 19:14:50,Twitter for iPhone,13.0,10.0,Paisley,31459,9616,864197398364647424,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,
120,863907417377173506,2017-05-15 00:02:33,Twitter for iPhone,13.0,10.0,Albus,21477,4441,863907417377173506,https://pbs.twimg.com/media/C_03NPeUQAAgrMl.jpg,
121,863553081350529029,2017-05-14 00:34:33,Twitter for iPhone,13.0,10.0,Neptune,15935,4489,863553081350529029,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg,
122,863432100342583297,2017-05-13 16:33:49,Twitter for iPhone,12.0,10.0,Belle,24829,5664,863432100342583297,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,
123,863079547188785154,2017-05-12 17:12:53,Twitter for iPhone,14.0,10.0,,9094,1195,863079547188785154,https://pbs.twimg.com/media/C_pGRInUwAAmTY_.jpg,
124,863062471531167744,2017-05-12 16:05:02,Twitter for iPhone,13.0,10.0,Quinn,8945,2687,863062471531167744,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,
125,862831371563274240,2017-05-12 00:46:44,Twitter for iPhone,13.0,10.0,Zooey,20011,5457,862831371563274240,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,
126,862722525377298433,2017-05-11 17:34:13,Twitter for iPhone,11.0,10.0,Dave,17779,3809,862722525377298433,https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg,
127,862457590147678208,2017-05-11 00:01:27,Twitter for iPhone,13.0,10.0,Jersey,21492,5388,862457590147678208,https://pbs.twimg.com/media/C_gQmaTUMAAPYSS.jpg,
128,862096992088072192,2017-05-10 00:08:34,Twitter for iPhone,13.0,10.0,,66437,21840,862096992088072192,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,
130,861383897657036800,2017-05-08 00:54:59,Twitter for iPhone,13.0,10.0,Hobbes,37744,11528,861383897657036800,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,
131,861288531465048066,2017-05-07 18:36:02,Twitter for iPhone,13.0,10.0,,18032,4479,861288531465048066,https://pbs.twimg.com/ext_tw_video_thumb/861288473281437696/pu/img/RERGmRgPyaaaB-tB.jpg,
132,861005113778896900,2017-05-06 23:49:50,Twitter for iPhone,12.0,10.0,Burt,17538,4119,861005113778896900,https://pbs.twimg.com/media/C_LnlF5VoAEsL1K.jpg,
134,860563773140209665,2017-05-05 18:36:06,Twitter for iPhone,13.0,10.0,Lorenzo,7878,2334,860563773140209665,https://pbs.twimg.com/media/C_FWL0vVwAA13N7.jpg,
135,860524505164394496,2017-05-05 16:00:04,Twitter for iPhone,13.0,10.0,Carl,24678,5698,860524505164394496,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,
136,860276583193509888,2017-05-04 23:34:55,Twitter for iPhone,12.0,10.0,Jordy,19154,3745,860276583193509888,https://pbs.twimg.com/media/C_BQ_NlVwAAgYGD.jpg,
137,860184849394610176,2017-05-04 17:30:24,Twitter for iPhone,14.0,10.0,,17474,6295,860184849394610176,https://pbs.twimg.com/media/C-_9jWWUwAAnwkd.jpg,
138,859924526012018688,2017-05-04 00:15:58,Twitter for iPhone,12.0,10.0,Milky,20021,4349,859924526012018688,https://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg,
139,859851578198683649,2017-05-03 19:26:06,Twitter for iPhone,13.0,10.0,Trooper,16105,3780,859851578198683649,https://pbs.twimg.com/media/C-7OcfyXsAAsqzU.jpg,
140,859607811541651456,2017-05-03 03:17:27,Twitter for iPhone,13.0,10.0,,19476,1704,859607811541651456,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,puppo
141,859196978902773760,2017-05-02 00:04:57,Twitter for iPhone,12.0,10.0,quite,75193,25661,859196978902773760,https://pbs.twimg.com/ext_tw_video_thumb/859196962498805762/pu/img/-yBpr4-o4GJZECYE.jpg,
142,859074603037188101,2017-05-01 15:58:40,Twitter for iPhone,13.0,10.0,,35553,14740,859074603037188101,https://pbs.twimg.com/media/C-wLyufW0AA546I.jpg,
143,858843525470990336,2017-05-01 00:40:27,Twitter for iPhone,13.0,10.0,,16304,3771,858843525470990336,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,puppo
144,858471635011153920,2017-04-30 00:02:42,Twitter for iPhone,13.0,10.0,Sophie,22640,5271,858471635011153920,https://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg,
145,858107933456039936,2017-04-28 23:57:28,Twitter for iPhone,12.0,10.0,Wyatt,16524,3154,858107933456039936,https://pbs.twimg.com/media/C-icm_WXUAAmuRR.jpg,
146,857989990357356544,2017-04-28 16:08:49,Twitter for iPhone,12.0,10.0,Rosie,16952,2812,857989990357356544,https://pbs.twimg.com/media/C-gxV9ZXkAIBL-S.jpg,
147,857746408056729600,2017-04-28 00:00:54,Twitter for iPhone,13.0,10.0,Thor,36021,11524,857746408056729600,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg,
148,857393404942143489,2017-04-27 00:38:11,Twitter for iPhone,13.0,10.0,,6236,1785,857393404942143489,https://pbs.twimg.com/media/C-YSwA_XgAEOr25.jpg,
149,857263160327368704,2017-04-26 16:00:39,Twitter for iPhone,13.0,10.0,Oscar,21041,4934,857263160327368704,https://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg,
150,857029823797047296,2017-04-26 00:33:27,Twitter for iPhone,12.0,10.0,Zeke,19910,4364,857029823797047296,https://pbs.twimg.com/media/C-TIEwMW0AEjb55.jpg,
151,856543823941562368,2017-04-24 16:22:16,Twitter for iPhone,12.0,10.0,Callie,17135,3131,856543823941562368,https://pbs.twimg.com/media/C-MOEDCXYAEjp7o.jpg,
152,856526610513747968,2017-04-24 15:13:52,Twitter for iPhone,14.0,10.0,,12446,2068,856526610513747968,https://pbs.twimg.com/media/C-L-aIYXgAIR0jY.jpg,
153,856282028240666624,2017-04-23 23:01:59,Twitter for iPhone,14.0,10.0,Cermet,29086,6841,856282028240666624,https://pbs.twimg.com/media/C-If9ZwXoAAfDX2.jpg,
